temp_c,precip_mm,humidity,pressure_mb,wind_kph,cloud,dewpoint_c,feelslike_c,vis_km,gust_kph,condition,dewpoint_depression,hour,condition_encoded
26.1,0.0,83,1002.0,9.0,18,23.0,29.0,10.0,12.7,Sunny,3.1000000000000014,6,8
29.8,4.75,91,1006.0,6.5,52,24.6,35.5,6.0,14.7,Moderate or heavy rain shower,5.199999999999999,17,4
21.4,0.07,85,1016.0,14.8,100,18.8,23.4,10.0,21.4,Patchy rain possible,2.599999999999998,21,0
30.1,0.0,72,1008.0,14.8,2,23.3,35.6,10.0,23.4,Sunny,6.800000000000001,14,8
20.6,0.3,90,1016.0,6.5,100,18.9,22.6,2.0,9.9,Patchy rain possible,1.7000000000000028,2,0
23.5,0.5,96,1011.0,11.4,100,22.7,26.0,9.0,18.3,Moderate rain at times,0.8000000000000007,7,6
25.2,0.0,87,1002.0,7.2,74,22.9,27.9,10.0,12.8,Cloudy,2.3000000000000007,3,1
24.2,7.6,89,1011.0,7.6,100,22.3,26.6,10.0,12.7,Moderate or heavy rain shower,1.8999999999999984,19,4
25.9,0.0,87,1005.0,6.4,87,24.2,29.0,9.0,9.9,Overcast,1.6999999999999993,2,7
21.1,0.2,88,1015.0,7.6,75,19.0,23.1,10.0,8.1,Patchy rain possible,2.1000000000000014,19,0
26.2,0.0,91,1007.0,9.4,30,23.7,29.9,10.0,13.6,Partly cloudy,2.5,17,2
20.4,0.5,91,1017.0,10.1,100,18.9,22.4,2.0,13.7,Moderate rain at times,1.5,1,6
22.1,0.0,96,1014.0,4.0,100,21.4,24.6,2.0,6.1,Overcast,0.7000000000000028,21,7
20.0,0.5,85,1015.0,11.9,100,17.5,22.0,10.0,23.3,Moderate rain at times,2.5,13,6
30.2,7.2,71,1004.0,7.9,77,24.4,35.7,10.0,15.7,Moderate or heavy rain shower,5.800000000000001,12,4
23.9,0.0,82,1008.0,5.1,10,20.6,25.9,10.0,12.0,Clear,3.299999999999997,5,3
20.5,0.4,95,1021.0,13.0,100,19.7,22.5,9.0,18.3,Patchy rain possible,0.8000000000000007,10,0
20.6,0.03,83,1016.0,13.3,100,17.6,22.6,10.0,19.2,Patchy rain possible,3.0,0,0
25.1,0.0,91,1006.0,6.1,63,23.4,27.9,10.0,7.9,Cloudy,1.7000000000000028,5,1
26.1,0.0,84,1009.0,6.8,14,23.2,29.1,10.0,10.9,Sunny,2.900000000000002,7,8
29.8,0.0,70,1012.0,9.7,3,22.2,34.3,10.0,15.3,Sunny,7.600000000000001,10,8
25.3,0.0,89,1007.0,9.4,26,23.3,28.2,10.0,16.2,Partly cloudy,2.0,22,2
24.3,0.3,86,1015.0,11.9,85,21.7,26.5,10.0,15.0,Patchy rain possible,2.6000000000000014,8,0
23.0,0.0,93,1014.0,7.2,29,21.8,25.4,10.0,11.6,Partly cloudy,1.1999999999999993,19,2
23.3,0.0,88,1013.0,5.9,100,21.2,25.5,10.0,9.8,Overcast,2.1000000000000014,19,7
25.0,0.0,87,1006.0,6.8,13,22.6,27.5,10.0,8.1,Clear,2.3999999999999986,5,3
18.4,0.0,89,1010.0,5.8,0,16.5,20.4,10.0,11.2,Clear,1.8999999999999984,1,3
21.1,0.0,92,1012.0,5.8,22,19.7,23.1,10.0,9.7,Clear,1.400000000000002,23,3
20.9,0.0,84,1014.0,9.7,77,18.2,22.9,10.0,14.3,Cloudy,2.6999999999999997,19,1
26.5,0.09,91,1008.0,7.9,77,24.9,30.7,10.0,14.0,Patchy rain possible,1.6000000000000014,21,0
19.5,0.0,94,1015.0,6.5,60,18.5,21.5,2.0,6.7,Partly cloudy,1.0,6,2
21.4,0.4,87,1014.0,10.8,100,19.2,23.4,2.0,17.4,Patchy rain possible,2.1999999999999997,13,0
24.0,0.1,93,1011.0,4.7,88,22.8,26.5,10.0,13.2,Patchy rain possible,1.1999999999999993,18,0
19.8,0.7,93,1017.0,10.8,100,18.6,21.8,9.0,15.8,Moderate rain at times,1.1999999999999993,2,6
20.9,0.1,95,1014.0,7.9,100,20.0,22.9,2.0,12.0,Patchy rain possible,0.8999999999999986,5,0
27.2,0.0,86,1007.0,1.1,83,24.7,31.6,5.0,1.8,Cloudy,2.5,19,1
19.1,0.0,91,1022.0,8.8,100,17.6,21.1,10.0,18.4,Overcast,1.5,20,7
26.9,0.0,74,1007.0,5.4,31,21.8,29.4,10.0,7.6,Partly cloudy,5.099999999999998,7,2
26.1,0.2,87,1004.0,8.6,77,23.8,29.4,10.0,15.4,Patchy rain possible,2.3000000000000007,23,0
25.8,0.0,89,1008.0,6.1,36,23.8,29.0,10.0,10.3,Partly cloudy,2.0,1,2
27.6,0.0,88,1009.0,7.2,54,25.4,32.6,5.0,11.7,Partly cloudy,2.200000000000003,21,2
22.7,0.2,91,1012.0,7.9,100,21.2,25.0,10.0,11.3,Patchy rain possible,1.5,3,0
26.0,0.0,85,1005.0,10.1,13,23.3,28.9,10.0,14.9,Sunny,2.6999999999999997,6,8
20.6,0.0,84,1016.0,10.8,100,17.8,22.6,10.0,14.8,Overcast,2.8000000000000007,0,7
29.1,0.0,68,1007.0,6.8,13,22.5,32.7,10.0,7.9,Sunny,6.600000000000001,8,8
26.4,0.2,87,1011.0,8.6,85,24.0,29.9,5.0,12.0,Patchy rain possible,2.3999999999999986,17,0
26.1,0.0,79,1003.0,8.3,31,22.3,28.7,10.0,14.1,Partly cloudy,3.8000000000000007,3,2
31.2,0.0,69,1006.0,11.2,9,24.5,37.3,10.0,14.0,Sunny,6.699999999999999,8,8
26.8,0.0,90,1007.0,12.9,81,23.6,31.2,7.0,28.4,Cloudy,3.1999999999999997,14,1
21.9,0.1,95,1018.0,8.3,100,21.0,23.9,10.0,12.0,Patchy rain possible,0.8999999999999986,6,0
20.3,0.0,96,1013.0,5.5,75,19.7,22.3,2.0,9.8,Cloudy,0.6000000000000014,6,1
29.3,0.0,85,1007.0,9.0,78,24.4,34.5,10.0,15.9,Cloudy,4.900000000000002,13,1
25.4,0.2,88,1014.0,5.0,52,23.2,28.2,10.0,7.1,Patchy rain possible,2.1999999999999997,7,0
21.9,0.3,94,1013.0,5.0,79,21.0,23.9,2.0,8.3,Patchy rain possible,0.8999999999999986,20,0
22.9,0.0,94,1011.0,4.7,26,21.8,25.3,10.0,8.4,Partly cloudy,1.099999999999998,2,2
27.6,0.0,80,1011.0,5.8,12,23.8,31.5,10.0,6.8,Sunny,3.8000000000000007,8,8
22.8,0.0,91,1006.0,5.2,27,21.2,25.1,10.0,6.6,Partly cloudy,1.6000000000000014,2,2
29.1,0.1,80,1005.0,6.6,62,25.3,34.8,5.0,16.5,Patchy rain possible,3.8000000000000007,18,0
26.1,0.0,80,1012.0,14.4,82,22.3,28.6,10.0,22.8,Cloudy,3.8000000000000007,9,1
24.1,0.0,87,1005.0,10.5,77,21.7,26.2,10.0,18.1,Cloudy,2.400000000000002,16,1
24.3,0.1,90,1011.0,7.6,80,22.5,26.7,10.0,9.3,Patchy rain possible,1.8000000000000007,0,0
24.5,0.0,82,1012.0,13.7,87,21.2,26.6,10.0,22.4,Overcast,3.3000000000000007,16,7
23.2,0.0,82,1017.0,9.7,53,19.9,25.3,10.0,15.6,Partly cloudy,3.3000000000000007,23,2
29.1,0.0,83,1005.0,5.0,78,25.4,35.1,10.0,12.1,Cloudy,3.700000000000003,18,1
26.3,0.0,84,1013.0,4.3,12,23.4,29.4,10.0,5.3,Sunny,2.900000000000002,8,8
25.4,0.0,80,1013.0,7.9,61,21.7,27.6,10.0,9.6,Cloudy,3.6999999999999993,8,1
23.5,0.3,73,1016.0,7.6,78,18.3,25.3,10.0,13.5,Patchy rain possible,5.199999999999999,11,0
19.7,0.1,86,1019.0,9.1,100,17.2,21.7,10.0,14.7,Patchy rain possible,2.5,5,0
23.2,0.0,84,1014.0,11.2,47,20.3,25.3,10.0,20.1,Partly cloudy,2.8999999999999986,19,2
20.5,0.0,87,1019.0,4.3,100,18.3,22.5,2.0,5.5,Overcast,2.1999999999999997,9,7
26.4,0.0,76,1004.0,9.0,13,21.9,28.9,10.0,12.1,Clear,4.5,2,3
23.8,0.0,86,1009.0,9.0,19,21.3,25.9,10.0,11.5,Clear,2.5,5,3
24.4,0.1,90,1011.0,6.1,78,22.6,26.8,10.0,9.3,Patchy rain possible,1.7999999999999972,6,0
26.1,0.0,89,1010.0,4.3,72,24.1,29.5,5.0,8.1,Cloudy,2.0,20,1
25.6,2.3,83,1001.0,8.6,79,22.5,28.1,10.0,15.5,Moderate or heavy rain shower,3.1000000000000014,19,4
26.8,0.0,89,1007.0,6.2,14,24.5,30.8,10.0,12.4,Clear,2.3000000000000007,1,3
27.6,0.1,81,1012.0,13.7,89,23.1,31.0,10.0,23.4,Patchy rain possible,4.5,10,0
19.2,0.2,90,1018.0,10.1,100,17.5,21.2,10.0,13.5,Patchy rain possible,1.6999999999999993,17,0
21.2,0.0,76,1020.0,13.0,75,16.8,23.2,10.0,22.7,Cloudy,4.399999999999999,17,1
23.7,0.0,91,1007.0,5.4,22,22.1,26.0,10.0,7.5,Clear,1.599999999999998,5,3
26.2,0.1,91,1008.0,2.5,77,24.7,30.0,10.0,4.3,Patchy rain possible,1.5,23,0
19.4,0.1,90,1020.0,9.7,100,17.7,21.4,10.0,13.4,Patchy rain possible,1.6999999999999993,7,0
29.0,0.0,76,1008.0,14.8,3,22.5,32.7,10.0,24.6,Sunny,6.5,16,8
21.5,0.0,84,1017.0,13.6,100,18.7,23.5,10.0,23.2,Overcast,2.8000000000000007,18,7
26.9,0.1,80,1012.0,3.6,61,23.1,30.1,10.0,4.2,Patchy rain possible,3.799999999999997,9,0
24.3,1.6,94,1004.0,5.0,85,23.3,27.0,7.0,12.8,Moderate or heavy rain shower,1.0,17,4
27.7,0.0,80,1010.0,10.1,72,23.8,31.6,9.0,11.6,Cloudy,3.899999999999999,12,1
28.6,0.0,74,1003.0,5.4,49,23.9,33.0,10.0,6.6,Partly cloudy,4.700000000000003,8,2
19.0,0.1,79,1026.0,16.3,93,15.4,21.0,10.0,25.8,Patchy rain possible,3.6,21,0
21.6,0.0,84,1018.0,9.4,100,17.1,23.6,10.0,18.5,Overcast,4.5,12,7
20.3,0.0,84,1012.0,5.4,28,17.5,22.3,10.0,8.5,Partly cloudy,2.8000000000000007,2,2
19.6,0.0,89,1017.0,9.7,100,17.9,21.6,10.0,15.1,Overcast,1.7000000000000028,0,7
26.9,0.0,77,1008.0,15.5,10,22.4,29.7,10.0,25.7,Sunny,4.5,14,8
27.1,0.1,73,1015.0,13.0,71,21.7,29.6,10.0,19.9,Patchy rain possible,5.400000000000002,11,0
23.1,0.0,92,1011.0,6.8,24,21.8,25.5,10.0,7.9,Clear,1.3000000000000007,4,3
22.0,0.0,84,1013.0,1.4,23,19.1,24.0,10.0,2.2,Clear,2.8999999999999986,20,3
25.7,0.0,94,1009.0,8.6,71,24.6,29.3,10.0,12.5,Cloudy,1.099999999999998,7,1
25.7,0.0,75,1004.0,7.6,14,20.9,27.7,10.0,10.9,Clear,4.800000000000001,5,3
25.1,0.0,90,1008.0,5.7,39,22.9,28.0,10.0,8.6,Partly cloudy,2.200000000000003,21,2
24.6,0.7,79,1000.0,10.1,80,20.9,26.6,10.0,15.8,Moderate rain at times,3.700000000000003,16,6
25.6,0.0,89,1008.0,6.8,68,23.7,28.7,10.0,11.3,Cloudy,1.900000000000002,6,1
21.9,0.1,94,1017.0,6.8,100,20.9,23.9,2.0,9.7,Patchy rain possible,1.0,5,0
20.4,0.0,78,1018.0,13.3,57,16.5,22.4,10.0,18.3,Partly cloudy,3.899999999999999,8,2
22.6,0.0,67,1019.0,14.0,81,16.3,24.8,10.0,23.8,Cloudy,6.300000000000001,15,1
23.3,0.0,89,1011.0,5.0,6,21.5,25.5,10.0,8.6,Clear,1.8000000000000007,23,3
24.8,0.0,92,1008.0,5.2,17,23.3,27.5,10.0,5.8,Clear,1.5,2,3
20.1,2.2,93,1022.0,18.0,100,18.9,22.1,9.0,30.0,Moderate or heavy rain shower,1.2000000000000028,21,4
28.2,0.1,72,1004.0,8.6,87,22.6,31.5,10.0,16.1,Patchy rain possible,5.599999999999998,22,0
20.3,0.0,89,1014.0,4.7,88,18.5,22.3,10.0,7.6,Overcast,1.8000000000000007,1,7
30.4,7.4,69,1003.0,10.0,71,24.1,35.8,10.0,18.5,Moderate or heavy rain shower,6.299999999999997,15,4
23.9,0.0,92,1012.0,6.8,18,22.4,26.2,10.0,7.7,Clear,1.5,22,3
23.8,1.1,90,1007.0,5.0,75,22.0,26.1,5.0,6.9,Heavy rain at times,1.8000000000000007,11,5
19.1,0.0,91,1017.0,7.2,100,17.6,21.1,10.0,10.8,Overcast,1.5,21,7
22.8,0.4,69,1023.0,11.5,70,16.8,24.9,10.0,20.3,Patchy rain possible,6.0,10,0
23.7,0.8,93,1014.0,13.7,75,22.5,26.1,10.0,23.2,Moderate rain at times,1.1999999999999993,21,6
29.9,0.1,77,1001.0,6.5,74,24.7,35.6,9.0,15.6,Patchy rain possible,5.199999999999999,14,0
23.6,0.3,90,1012.0,11.3,100,22.4,25.9,10.0,27.5,Patchy rain possible,1.2000000000000028,2,0
22.4,0.0,89,1008.0,7.6,84,20.5,24.8,10.0,12.9,Cloudy,1.8999999999999984,23,1
27.4,0.1,82,1007.0,5.4,71,24.0,31.3,10.0,9.6,Patchy rain possible,3.3999999999999986,20,0
20.4,0.0,85,1015.0,10.1,100,17.8,22.4,10.0,13.8,Overcast,2.599999999999998,2,7
21.5,0.8,85,1020.0,14.1,100,18.9,23.5,10.0,24.9,Moderate rain at times,2.6000000000000014,10,6
28.8,0.0,71,1010.0,11.2,24,22.9,32.5,10.0,13.7,Sunny,5.900000000000002,9,8
21.4,0.0,82,1016.0,10.8,59,18.1,23.4,10.0,26.0,Partly cloudy,3.299999999999997,16,2
27.6,3.17,96,1002.0,13.3,95,24.9,32.3,7.0,26.7,Moderate or heavy rain shower,2.700000000000003,12,4
24.4,0.0,89,1008.0,5.5,19,22.4,26.8,10.0,7.2,Clear,2.0,0,3
25.5,0.0,92,1007.0,6.8,19,24.1,28.8,10.0,11.8,Clear,1.3999999999999986,2,3
20.9,0.0,88,1018.0,7.9,100,18.9,22.9,10.0,8.1,Overcast,2.0,19,7
18.7,0.0,86,1015.0,7.6,61,16.3,20.7,10.0,13.5,Cloudy,2.3999999999999986,5,1
27.8,0.1,75,1012.0,15.5,82,23.1,31.3,9.0,26.7,Patchy rain possible,4.699999999999999,14,0
20.6,0.2,93,1016.0,9.1,100,19.4,22.6,10.0,18.5,Patchy rain possible,1.2000000000000028,3,0
21.2,0.0,96,1013.0,10.4,71,20.5,23.2,2.0,15.7,Cloudy,0.6999999999999993,1,1
18.2,0.0,93,1011.0,8.3,27,17.1,20.2,10.0,10.4,Partly cloudy,1.099999999999998,5,2
24.7,0.0,91,1010.0,3.2,81,23.1,27.4,9.0,9.8,Cloudy,1.599999999999998,18,1
19.5,0.2,83,1019.0,8.4,94,16.5,21.5,10.0,13.7,Patchy rain possible,3.0,20,0
21.1,0.0,84,1020.0,10.1,100,16.8,23.1,10.0,17.7,Overcast,4.300000000000001,10,7
28.4,0.0,72,1005.0,7.2,18,22.8,31.9,10.0,10.9,Sunny,5.599999999999998,7,8
25.0,0.0,71,1011.0,10.8,0,19.4,26.6,10.0,16.5,Sunny,5.600000000000001,11,8
24.5,0.0,85,1004.0,7.6,32,21.9,26.8,10.0,10.1,Partly cloudy,2.6000000000000014,5,2
26.9,0.0,88,1009.0,9.7,55,24.8,31.3,10.0,10.2,Partly cloudy,2.099999999999998,20,2
19.2,0.0,84,1015.0,9.4,100,16.5,21.2,10.0,13.5,Overcast,2.6999999999999997,4,7
20.4,0.2,93,1017.0,11.5,100,19.3,22.4,2.0,15.7,Patchy rain possible,1.099999999999998,3,0
28.7,0.25,81,1006.0,10.1,71,25.1,34.1,9.0,14.4,Patchy rain possible,3.599999999999998,16,0
25.8,0.0,92,1008.0,6.8,10,23.6,29.3,10.0,7.8,Clear,2.1999999999999997,21,3
26.9,0.0,77,1003.0,5.8,71,22.6,29.7,9.0,8.5,Cloudy,4.299999999999997,7,1
19.1,0.0,76,1013.0,6.5,0,14.7,21.1,10.0,10.7,Clear,4.400000000000002,18,3
22.5,0.0,81,1018.0,4.0,70,19.0,24.8,10.0,5.1,Cloudy,3.5,8,1
29.4,0.0,70,1003.0,9.3,21,23.4,33.7,10.0,16.1,Sunny,6.0,8,8
29.6,0.0,77,1005.0,6.5,72,23.4,34.1,9.0,15.8,Cloudy,6.200000000000003,18,1
24.4,0.0,87,1011.0,17.3,50,22.1,26.7,10.0,27.3,Partly cloudy,2.299999999999997,16,2
27.8,0.2,73,1015.0,8.6,79,22.6,31.0,10.0,15.4,Patchy rain possible,5.199999999999999,9,0
24.1,2.4,95,1006.0,9.4,85,23.2,26.7,2.0,13.8,Moderate or heavy rain shower,0.9000000000000021,21,4
26.4,0.3,87,1005.0,8.3,86,24.1,30.0,9.0,15.7,Patchy rain possible,2.299999999999997,19,0
26.3,2.1,90,1003.0,14.8,88,24.6,30.2,10.0,23.5,Moderate or heavy rain shower,1.6999999999999993,12,4
24.3,1.7,89,1011.0,6.8,74,22.3,26.7,10.0,11.8,Moderate or heavy rain shower,2.0,1,4
20.1,1.0,84,1020.0,12.2,100,17.4,22.1,10.0,16.1,Heavy rain at times,2.700000000000003,10,5
24.3,0.0,88,1006.0,4.9,18,22.3,26.7,10.0,9.8,Clear,2.0,3,3
24.7,0.0,90,1009.0,8.3,65,22.9,27.3,10.0,12.7,Cloudy,1.8000000000000007,2,1
25.9,0.0,77,1007.0,7.6,38,21.7,28.2,10.0,9.6,Partly cloudy,4.199999999999999,4,2
21.5,0.02,87,1014.0,15.5,100,19.3,23.5,10.0,21.4,Patchy rain possible,2.1999999999999997,18,0
20.4,0.35,88,1015.0,14.0,100,18.5,22.4,10.0,18.8,Light rain shower,1.8999999999999984,16,9
16.2,0.0,91,1011.0,7.9,9,15.1,18.2,10.0,10.6,Clear,1.0999999999999996,5,3
25.2,0.1,90,1007.0,7.0,84,24.1,28.4,10.0,14.6,Patchy rain possible,1.099999999999998,1,0
30.7,0.3,67,1009.0,7.2,76,23.9,36.0,10.0,14.5,Patchy rain possible,6.800000000000001,12,0
21.7,0.0,83,1013.0,2.9,59,18.7,23.7,10.0,9.5,Partly cloudy,3.0,0,2
22.9,0.2,95,1013.0,7.9,56,22.1,25.4,2.0,11.7,Patchy rain possible,0.7999999999999972,18,0
24.2,3.99,91,1013.0,18.0,100,22.7,26.7,7.0,30.3,Moderate or heavy rain shower,1.5,14,4
24.0,0.0,90,1007.0,8.3,22,22.2,26.3,10.0,10.7,Sunny,1.8000000000000007,6,8
27.7,0.0,72,1004.0,10.3,26,22.3,30.7,10.0,19.9,Partly cloudy,5.399999999999999,23,2
18.8,0.0,92,1021.0,8.6,100,17.4,20.8,2.0,11.7,Overcast,1.400000000000002,3,7
23.1,0.0,82,1014.0,10.8,88,19.9,25.2,10.0,12.8,Overcast,3.200000000000003,23,7
24.9,0.0,89,1002.0,8.6,73,23.0,27.5,10.0,10.3,Cloudy,1.8999999999999984,4,1
23.4,4.0,90,1012.0,11.9,67,21.7,25.7,10.0,22.2,Moderate or heavy rain shower,1.6999999999999993,18,4
31.1,3.5,69,1003.0,18.4,75,24.8,37.4,10.0,29.3,Moderate or heavy rain shower,6.300000000000001,14,4
20.9,0.1,88,1017.0,7.6,100,19.0,22.9,10.0,11.1,Patchy rain possible,1.8999999999999984,1,0
25.4,0.3,88,1005.0,4.3,54,23.2,28.2,5.0,7.6,Patchy rain possible,2.1999999999999997,23,0
26.7,0.0,83,1002.0,6.4,80,23.6,30.1,9.0,12.6,Cloudy,3.099999999999998,5,1
24.2,0.0,82,1013.0,10.4,96,21.0,26.2,10.0,15.5,Overcast,3.1999999999999997,1,7
27.2,0.0,83,1008.0,5.8,47,24.1,31.1,10.0,10.1,Partly cloudy,3.099999999999998,22,2
24.7,0.0,84,1006.0,5.2,13,21.7,26.9,10.0,10.7,Clear,3.0,2,3
24.4,0.0,85,1006.0,6.2,10,21.7,26.6,10.0,12.3,Clear,2.6999999999999997,3,3
25.0,0.0,86,1001.0,8.3,30,22.6,27.6,10.0,11.3,Partly cloudy,2.3999999999999986,3,2
26.4,2.2,87,996.0,7.9,83,24.6,30.3,10.0,24.5,Moderate or heavy rain shower,1.7999999999999972,17,4
30.2,0.0,86,1004.0,6.8,78,24.0,39.2,8.0,16.3,Cloudy,6.199999999999999,15,1
25.0,0.7,85,1012.0,16.6,70,22.3,27.4,10.0,26.8,Moderate rain at times,2.6999999999999997,16,6
22.2,0.0,88,1011.0,5.4,18,20.0,24.6,10.0,9.8,Clear,2.1999999999999997,4,3
22.8,0.0,79,1016.0,6.8,100,19.0,24.9,10.0,21.1,Overcast,3.8000000000000007,12,7
19.4,0.1,92,1019.0,13.0,100,18.0,21.4,2.0,17.6,Patchy rain possible,1.3999999999999986,3,0
26.2,0.1,88,1014.0,9.0,100,22.3,28.8,10.0,16.2,Patchy rain possible,3.899999999999999,12,0
26.6,0.0,83,1003.0,7.1,77,23.4,29.8,10.0,14.1,Cloudy,3.200000000000003,6,1
27.9,0.0,79,1006.0,7.2,14,23.9,31.9,10.0,11.8,Clear,4.0,19,3
21.0,1.5,94,1014.0,6.8,100,20.0,23.0,2.0,10.1,Moderate or heavy rain shower,1.0,2,4
27.8,0.2,76,1010.0,12.6,82,23.1,31.3,9.0,24.4,Patchy rain possible,4.699999999999999,15,0
22.0,0.01,94,1015.0,9.0,81,20.9,24.0,10.0,13.4,Patchy rain possible,1.1000000000000014,19,0
30.8,0.1,81,1006.0,15.1,84,26.3,38.7,10.0,22.5,Patchy rain possible,4.5,15,0
29.0,0.0,80,1008.0,16.6,7,25.0,34.6,10.0,22.1,Sunny,4.0,12,8
27.6,0.0,84,1009.0,6.5,29,24.7,32.1,10.0,11.3,Partly cloudy,2.900000000000002,22,2
23.3,0.0,90,1014.0,5.8,89,21.5,25.5,10.0,9.6,Overcast,1.8000000000000007,2,7
21.5,0.7,94,1019.0,10.8,95,20.6,23.5,10.0,15.9,Moderate rain at times,0.8999999999999986,21,6
26.6,0.0,84,1006.0,9.7,88,23.7,30.0,10.0,12.7,Overcast,2.900000000000002,2,7
21.6,3.0,94,1018.0,17.4,100,20.6,23.6,7.0,29.5,Moderate or heavy rain shower,1.0,4,4
26.3,0.0,87,1006.0,5.8,29,24.0,29.8,10.0,10.3,Partly cloudy,2.3000000000000007,21,2
22.4,0.0,71,1021.0,2.5,73,16.9,24.7,10.0,9.6,Cloudy,5.5,10,1
26.4,0.0,86,1004.0,7.6,18,24.0,29.9,10.0,13.6,Clear,2.3999999999999986,0,3
24.9,0.0,87,1003.0,8.3,45,22.7,27.4,10.0,11.9,Partly cloudy,2.1999999999999997,4,2
25.6,0.0,91,1007.0,8.8,54,23.9,28.8,10.0,14.9,Partly cloudy,1.7000000000000028,23,2
24.6,0.0,88,1006.0,8.6,7,22.4,27.0,10.0,11.7,Clear,2.200000000000003,5,3
30.1,0.0,78,1006.0,14.4,87,23.9,37.1,10.0,23.7,Overcast,6.200000000000003,16,7
24.9,0.0,84,1002.0,8.3,27,22.0,27.2,10.0,10.7,Partly cloudy,2.8999999999999986,5,2
22.2,0.2,88,1015.0,7.2,95,20.2,24.6,10.0,15.2,Patchy rain possible,2.0,18,0
25.1,0.0,92,1008.0,5.8,73,23.7,28.1,9.0,9.1,Cloudy,1.400000000000002,4,1
19.0,0.0,91,1023.0,12.2,100,17.4,21.0,2.0,17.0,Overcast,1.6000000000000014,21,7
21.6,0.0,80,1019.0,13.4,100,18.0,23.6,10.0,23.4,Overcast,3.6000000000000014,23,7
20.4,0.0,82,1014.0,6.1,20,17.2,22.4,10.0,9.4,Sunny,3.1999999999999997,6,8
24.6,0.0,82,1001.0,7.6,28,21.4,26.7,10.0,10.1,Partly cloudy,3.200000000000003,6,2
21.4,0.0,80,1019.0,15.0,75,17.8,23.4,10.0,25.1,Cloudy,3.599999999999998,18,1
29.8,0.0,80,1003.0,8.3,74,24.5,35.3,10.0,14.8,Cloudy,5.300000000000001,19,1
23.6,8.5,92,1015.0,12.2,100,22.2,25.9,10.0,21.8,Moderate or heavy rain shower,1.400000000000002,8,4
24.0,0.0,95,1010.0,7.9,24,23.6,26.6,2.0,10.2,Clear,0.3999999999999986,4,3
26.6,0.1,84,1003.0,5.8,82,23.7,30.0,10.0,10.3,Patchy rain possible,2.900000000000002,19,0
24.8,0.0,90,1004.0,7.6,82,22.9,27.3,10.0,12.9,Cloudy,1.900000000000002,23,1
28.3,0.1,76,1012.0,7.6,84,23.1,32.0,10.0,15.0,Patchy rain possible,5.199999999999999,11,0
20.6,0.0,96,1012.0,6.6,81,19.9,22.6,10.0,11.0,Cloudy,0.7000000000000028,4,1
25.0,0.0,87,1007.0,6.8,16,22.8,27.5,10.0,8.5,Clear,2.1999999999999997,5,3
26.2,0.0,65,1010.0,11.9,0,19.1,27.7,10.0,24.5,Sunny,7.099999999999998,10,8
25.4,0.0,88,1012.0,3.2,80,23.3,28.3,10.0,5.4,Cloudy,2.099999999999998,22,1
21.5,0.6,95,1019.0,7.2,100,20.6,23.5,10.0,15.4,Moderate rain at times,0.8999999999999986,8,6
24.3,4.1,88,1012.0,5.0,100,22.3,26.6,10.0,8.2,Moderate or heavy rain shower,2.0,21,4
27.2,0.0,79,1007.0,10.1,10,23.4,30.7,10.0,13.5,Clear,3.8000000000000007,0,3
25.6,0.0,86,1006.0,5.4,25,23.1,28.4,10.0,11.2,Partly cloudy,2.5,4,2
23.2,0.3,72,1017.0,3.6,76,17.9,25.1,10.0,11.3,Patchy rain possible,5.300000000000001,10,0
20.5,0.0,81,1016.0,10.1,100,17.2,22.5,10.0,14.5,Overcast,3.3000000000000007,19,7
20.5,0.1,91,1015.0,12.6,100,19.0,22.5,2.0,13.8,Patchy rain possible,1.5,4,0
29.8,0.3,75,1003.0,7.5,75,24.8,35.4,9.0,13.8,Patchy rain possible,5.0,13,0
23.9,0.0,88,1009.0,5.5,31,21.9,26.2,10.0,9.9,Partly cloudy,2.0,6,2
28.3,0.1,73,1013.0,2.9,77,22.9,31.7,9.0,11.0,Patchy rain possible,5.400000000000002,10,0
26.7,0.0,86,1004.0,4.7,84,24.2,30.4,10.0,9.0,Cloudy,2.5,23,1
20.4,0.0,92,1013.0,7.9,76,19.2,22.4,10.0,12.6,Cloudy,1.1999999999999993,23,1
28.0,0.0,75,1007.0,11.7,7,23.1,31.6,10.0,23.5,Sunny,4.899999999999999,13,8
21.5,0.4,94,1018.0,5.8,100,20.5,23.5,10.0,9.7,Patchy rain possible,1.0,21,0
27.6,0.0,85,1006.0,10.4,82,23.7,32.2,9.0,15.9,Cloudy,3.900000000000002,16,1
29.7,0.0,83,1003.0,7.6,18,25.7,36.2,10.0,14.9,Clear,4.0,19,3
24.0,6.6,95,1011.0,6.4,100,23.2,26.7,7.0,16.2,Moderate or heavy rain shower,0.8000000000000007,4,4
19.3,0.0,78,1017.0,10.8,60,15.4,21.3,10.0,13.5,Cloudy,3.9,19,1
20.6,0.06,83,1015.0,13.3,100,17.8,22.6,10.0,19.4,Patchy rain possible,2.8000000000000007,1,0
17.6,0.5,86,1020.0,6.8,91,15.2,19.6,10.0,10.6,Moderate rain at times,2.400000000000002,5,6
23.8,1.76,91,1014.0,13.4,91,22.3,26.2,7.0,24.5,Moderate or heavy rain shower,1.5,3,4
20.9,0.0,89,1020.0,7.8,100,19.1,22.9,10.0,14.0,Overcast,1.7999999999999972,21,7
28.8,0.0,64,1009.0,16.2,2,21.3,31.5,10.0,18.6,Sunny,7.5,14,8
28.6,0.5,76,1007.0,11.2,77,24.0,33.0,10.0,16.0,Moderate rain at times,4.600000000000001,18,6
