temp_c,precip_mm,humidity,pressure_mb,wind_kph,cloud,dewpoint_c,feelslike_c,vis_km,gust_kph,condition,dewpoint_depression,hour,condition_encoded
26.4,0.1,87,1004.0,9.7,73,24.1,30.0,10.0,13.0,Patchy rain possible,2.299999999999997,21,0
27.1,0.0,80,1012.0,10.1,44,22.5,30.6,10.0,18.1,Partly cloudy,4.600000000000001,11,2
22.1,0.0,92,1012.0,8.6,86,20.7,24.6,10.0,10.3,Overcast,1.400000000000002,20,7
26.5,0.0,87,1008.0,6.5,17,24.1,30.1,10.0,9.5,Sunny,2.3999999999999986,7,8
24.0,0.1,90,1013.0,5.0,80,22.2,26.3,10.0,8.5,Patchy rain possible,1.8000000000000007,23,0
22.0,0.0,84,1018.0,7.9,100,19.2,24.0,10.0,9.9,Overcast,2.8000000000000007,11,7
29.4,0.0,90,1007.0,11.9,86,23.7,37.9,9.0,25.1,Overcast,5.699999999999999,19,7
23.3,0.3,73,1017.0,8.3,87,18.1,25.2,10.0,23.0,Patchy rain possible,5.199999999999999,12,0
19.4,0.5,85,1018.0,12.6,100,16.7,21.4,10.0,18.2,Moderate rain at times,2.6999999999999997,7,6
24.1,0.3,90,1011.0,3.6,100,22.4,26.4,10.0,5.4,Patchy rain possible,1.7000000000000028,6,0
25.5,0.0,90,1007.0,6.5,100,23.7,28.6,10.0,10.6,Overcast,1.8000000000000007,4,7
27.1,0.0,86,1009.0,14.0,88,23.6,30.6,10.0,26.2,Overcast,3.5,15,7
27.1,1.0,86,1005.0,2.9,80,24.6,31.3,10.0,5.0,Light rain shower,2.5,17,9
25.5,0.0,87,1004.0,7.2,34,23.2,28.3,10.0,8.4,Partly cloudy,2.3000000000000007,6,2
29.9,0.4,77,1006.0,14.8,82,25.4,36.2,10.0,17.7,Patchy rain possible,4.5,13,0
30.5,0.1,70,1003.0,11.8,70,24.5,36.2,9.0,21.0,Patchy rain possible,6.0,17,0
21.7,0.0,87,1015.0,9.7,100,16.5,23.7,10.0,19.2,Overcast,5.199999999999999,16,7
20.0,0.4,87,1020.0,16.2,98,17.7,22.0,10.0,27.4,Patchy rain possible,2.3000000000000007,22,0
25.6,0.4,91,1013.0,1.4,76,23.0,28.8,9.0,2.7,Patchy rain possible,2.6000000000000014,21,0
20.5,0.0,79,1015.0,6.5,53,16.8,22.5,10.0,14.1,Partly cloudy,3.6999999999999993,17,2
26.4,0.0,91,1012.0,9.5,74,23.8,29.8,9.0,19.1,Cloudy,2.599999999999998,21,1
20.0,0.02,88,1017.0,10.1,100,18.1,22.0,10.0,14.3,Patchy rain possible,1.8999999999999984,22,0
20.2,0.0,79,1019.0,6.5,61,16.6,22.2,10.0,8.4,Cloudy,3.599999999999998,9,1
23.6,17.37,97,996.0,9.8,100,23.1,26.2,5.0,20.2,Moderate or heavy rain shower,0.5,6,4
20.3,0.0,88,1016.0,8.3,100,18.1,22.3,10.0,11.9,Overcast,2.1999999999999997,18,7
24.2,0.1,80,1001.0,10.8,74,20.6,26.2,10.0,13.5,Patchy rain possible,3.599999999999998,17,0
20.2,0.6,88,1016.0,9.3,100,18.3,22.2,10.0,14.4,Moderate rain at times,1.8999999999999984,19,6
26.1,0.0,86,1007.0,6.5,6,23.6,29.3,10.0,11.1,Sunny,2.5,6,8
23.0,0.0,87,1010.0,6.8,10,20.8,25.2,10.0,7.9,Clear,2.1999999999999997,1,3
18.8,0.0,92,1014.0,5.8,26,17.5,20.8,10.0,9.9,Partly cloudy,1.3000000000000007,6,2
27.7,0.6,83,1007.0,6.5,73,24.6,32.2,9.0,12.3,Moderate rain at times,3.099999999999998,20,6
22.8,0.0,82,1010.0,11.2,4,19.4,24.9,10.0,14.7,Clear,3.400000000000002,22,3
29.6,0.1,72,1002.0,17.3,70,24.0,34.6,9.0,29.3,Patchy rain possible,5.600000000000001,14,0
17.4,0.0,85,1015.0,6.5,0,14.9,19.4,10.0,12.3,Clear,2.4999999999999982,22,3
29.1,0.0,83,1007.0,12.2,18,24.0,35.5,10.0,22.5,Sunny,5.100000000000001,17,8
25.2,2.5,90,1012.0,9.9,93,23.5,28.1,10.0,21.3,Moderate or heavy rain shower,1.6999999999999993,5,4
25.9,0.0,90,1005.0,5.8,64,24.2,29.4,10.0,9.0,Cloudy,1.6999999999999993,2,1
22.8,0.0,90,1009.0,7.2,11,21.1,25.1,10.0,8.4,Clear,1.6999999999999993,3,3
24.9,0.0,84,1003.0,6.5,77,22.1,27.2,9.0,12.5,Cloudy,2.799999999999997,6,1
24.4,0.0,84,1006.0,6.2,10,21.5,26.5,10.0,12.5,Clear,2.8999999999999986,4,3
21.4,0.0,84,1013.0,10.1,64,18.6,23.4,10.0,18.0,Cloudy,2.799999999999997,17,1
28.2,0.4,76,1010.0,11.5,71,23.6,32.1,9.0,21.0,Patchy rain possible,4.599999999999998,14,0
27.6,5.1,78,1011.0,16.6,79,23.4,31.2,9.0,27.8,Moderate or heavy rain shower,4.200000000000003,15,4
29.3,0.0,81,1007.0,9.7,88,23.2,35.6,10.0,18.0,Overcast,6.100000000000001,18,7
31.2,0.0,78,1005.0,10.8,79,24.6,40.2,9.0,14.0,Cloudy,6.599999999999998,16,1
29.9,0.0,71,1006.0,4.3,76,24.0,34.8,10.0,14.7,Cloudy,5.899999999999999,11,1
18.3,0.0,88,1010.0,6.1,0,16.3,20.3,10.0,12.1,Clear,2.0,2,3
19.1,0.7,86,1015.0,7.1,100,16.6,21.1,10.0,18.0,Moderate rain at times,2.5,3,6
27.2,0.1,83,1010.0,12.2,100,22.1,31.2,10.0,18.9,Patchy rain possible,5.099999999999998,10,0
31.4,0.0,72,1005.0,10.4,87,24.8,38.0,10.0,19.1,Overcast,6.599999999999998,17,7
18.0,0.0,84,1018.0,9.0,100,15.3,20.0,10.0,9.0,Overcast,2.6999999999999997,6,7
25.3,0.0,84,1012.0,7.2,14,22.5,27.8,10.0,8.6,Sunny,2.8000000000000007,8,8
21.5,0.0,96,1011.0,6.1,63,20.8,23.5,2.0,10.1,Cloudy,0.6999999999999993,5,1
22.7,0.2,68,1022.0,14.4,71,16.6,24.9,10.0,24.1,Patchy rain possible,6.099999999999998,11,0
26.7,0.0,88,1009.0,7.6,87,24.6,30.7,9.0,8.6,Overcast,2.099999999999998,19,7
24.7,0.0,89,1005.0,5.4,79,22.7,27.2,10.0,12.0,Cloudy,2.0,5,1
25.4,0.0,86,1004.0,6.1,87,22.8,28.0,10.0,10.7,Overcast,2.599999999999998,6,7
24.6,0.1,91,1013.0,6.8,78,23.1,27.3,10.0,11.1,Patchy rain possible,1.5,20,0
26.2,0.0,82,1006.0,10.4,17,22.8,29.0,10.0,14.5,Clear,3.3999999999999986,3,3
23.8,0.0,83,1012.0,9.0,100,20.7,25.8,10.0,13.6,Overcast,3.1000000000000014,4,7
26.4,0.0,81,1012.0,9.0,4,22.9,29.3,10.0,11.0,Sunny,3.5,8,8
17.0,0.6,89,1021.0,8.3,100,15.2,19.0,2.0,14.3,Moderate rain at times,1.8000000000000007,9,6
22.7,0.1,93,1016.0,2.2,83,21.5,25.1,10.0,3.0,Patchy rain possible,1.1999999999999993,8,0
20.3,0.2,87,1016.0,0.7,100,18.0,22.3,10.0,5.1,Patchy rain possible,2.3000000000000007,3,0
25.7,0.6,86,1011.0,7.2,76,23.2,28.6,9.0,12.2,Moderate rain at times,2.5,18,6
28.8,2.11,93,1005.0,15.7,75,24.1,33.8,8.0,29.7,Moderate or heavy rain shower,4.699999999999999,19,4
17.8,0.0,90,1019.0,6.1,100,16.2,19.8,10.0,8.6,Overcast,1.6000000000000014,22,7
22.0,0.0,91,1010.0,6.5,13,20.5,24.5,10.0,12.5,Clear,1.5,4,3
20.9,0.01,87,1016.0,9.4,100,18.8,22.9,10.0,13.6,Patchy rain possible,2.099999999999998,7,0
25.0,0.0,91,1008.0,9.7,38,23.4,27.8,10.0,10.9,Partly cloudy,1.6000000000000014,1,2
23.3,0.0,93,1011.0,5.0,33,22.1,25.7,10.0,8.3,Partly cloudy,1.1999999999999993,1,2
21.2,0.0,79,1016.0,8.2,100,16.8,23.2,10.0,16.3,Overcast,4.399999999999999,22,7
27.1,0.0,79,1010.0,15.1,10,22.1,30.5,10.0,23.5,Sunny,5.0,14,8
19.8,0.0,85,1020.0,10.1,100,17.3,21.8,10.0,14.9,Overcast,2.5,7,7
18.4,0.1,87,1022.0,10.4,100,16.2,20.4,10.0,15.5,Patchy rain possible,2.1999999999999997,21,0
23.7,0.0,96,1010.0,3.6,44,23.1,26.3,2.0,6.3,Partly cloudy,0.5999999999999979,0,2
20.3,0.6,93,1017.0,10.1,100,19.1,22.3,2.0,13.8,Moderate rain at times,1.1999999999999993,2,6
26.1,0.0,85,1010.0,10.1,74,23.5,29.3,10.0,11.6,Cloudy,2.6000000000000014,23,1
26.8,1.9,82,1003.0,3.6,81,23.4,30.1,10.0,9.7,Moderate or heavy rain shower,3.400000000000002,19,4
22.8,0.3,89,1015.0,7.3,100,20.9,25.1,10.0,11.7,Patchy rain possible,1.900000000000002,21,0
18.4,0.0,89,1015.0,8.9,100,16.6,20.4,10.0,16.2,Overcast,1.7999999999999972,5,7
18.5,0.0,94,1010.0,6.5,37,17.5,20.5,10.0,11.4,Partly cloudy,1.0,3,2
20.5,0.0,96,1011.0,7.5,50,19.8,22.5,2.0,13.3,Partly cloudy,0.6999999999999993,1,2
27.0,0.0,76,1009.0,5.8,29,22.3,29.8,10.0,9.1,Partly cloudy,4.699999999999999,7,2
29.8,0.1,79,1006.0,9.4,83,23.8,36.4,9.0,19.4,Patchy rain possible,6.0,17,0
26.9,0.0,79,1003.0,8.3,18,22.9,29.9,10.0,10.9,Clear,4.0,2,3
22.1,0.0,88,1018.0,5.0,85,20.0,24.6,10.0,13.3,Cloudy,2.1000000000000014,17,1
21.5,0.0,95,1011.0,4.7,56,20.7,23.5,2.0,7.9,Partly cloudy,0.8000000000000007,6,2
27.3,0.0,81,1004.0,11.9,32,23.8,31.0,10.0,21.0,Partly cloudy,3.5,19,2
26.9,0.4,85,1009.0,7.2,85,24.2,30.7,10.0,13.9,Patchy rain possible,2.6999999999999997,17,0
26.4,0.0,82,1000.0,9.7,36,23.1,29.4,10.0,19.0,Partly cloudy,3.299999999999997,1,2
23.5,0.0,92,1010.0,10.4,74,22.2,25.8,10.0,11.8,Cloudy,1.3000000000000007,20,1
23.2,0.0,92,1008.0,6.0,15,21.8,25.5,10.0,11.2,Clear,1.3999999999999986,1,3
29.3,0.1,75,1002.0,14.0,79,24.4,34.4,10.0,16.2,Patchy rain possible,4.900000000000002,15,0
17.4,0.0,92,1014.0,7.9,24,16.1,19.4,10.0,14.0,Clear,1.2999999999999972,0,3
22.4,0.0,90,1017.0,4.0,57,20.7,24.8,10.0,7.6,Partly cloudy,1.6999999999999993,23,2
23.8,0.0,81,1002.0,11.9,68,20.4,25.8,10.0,19.1,Cloudy,3.400000000000002,18,1
30.5,0.6,67,1005.0,14.0,76,23.6,35.5,10.0,22.3,Moderate rain at times,6.899999999999999,13,6
25.1,0.0,88,1005.0,7.2,70,23.1,27.9,10.0,15.2,Cloudy,2.0,3,1
20.2,0.0,92,1017.0,8.6,100,18.9,22.2,10.0,12.2,Overcast,1.3000000000000007,21,7
26.5,0.0,78,1006.0,9.0,94,22.4,29.2,10.0,11.0,Overcast,4.100000000000001,21,7
22.7,0.0,92,1015.0,5.8,78,21.4,25.1,10.0,9.6,Cloudy,1.3000000000000007,5,1
25.5,0.0,92,1008.0,9.0,44,24.1,28.8,10.0,9.7,Partly cloudy,1.3999999999999986,2,2
19.0,0.0,81,1016.0,5.4,70,15.7,21.0,10.0,8.1,Cloudy,3.3000000000000007,4,1
23.7,0.6,89,1013.0,3.6,100,21.7,25.9,10.0,6.0,Moderate rain at times,2.0,5,6
26.6,0.0,87,1011.0,7.2,89,23.7,30.0,9.0,14.5,Overcast,2.900000000000002,21,7
23.7,0.0,74,1008.0,15.5,0,18.8,25.6,10.0,22.6,Sunny,4.899999999999999,15,8
19.9,0.0,87,1016.0,6.1,100,17.6,21.9,10.0,9.3,Overcast,2.299999999999997,0,7
29.4,0.0,72,1004.0,5.8,74,23.8,34.0,9.0,11.0,Cloudy,5.599999999999998,8,1
25.3,0.0,88,1004.0,7.2,55,23.1,28.0,10.0,9.3,Partly cloudy,2.1999999999999997,4,2
24.6,1.6,89,1013.0,6.1,100,22.7,27.1,10.0,11.8,Moderate or heavy rain shower,1.900000000000002,0,4
21.1,0.01,84,1014.0,14.4,100,18.3,23.1,10.0,19.6,Patchy rain possible,2.8000000000000007,18,0
27.3,0.0,81,1007.0,7.6,28,23.7,31.0,10.0,14.1,Partly cloudy,3.6000000000000014,22,2
20.9,0.0,83,1024.0,16.6,100,17.9,22.9,10.0,21.5,Overcast,3.0,10,7
23.7,0.0,91,1008.0,5.0,49,22.2,26.0,10.0,9.5,Partly cloudy,1.5,6,2
20.8,0.0,77,1010.0,9.0,15,16.7,22.8,10.0,10.4,Clear,4.100000000000001,3,3
22.6,0.0,90,1014.0,7.9,45,21.0,24.9,10.0,10.1,Partly cloudy,1.6000000000000014,8,2
21.5,0.1,91,1015.0,6.2,60,20.0,23.5,10.0,10.9,Patchy rain possible,1.5,2,0
23.1,0.0,88,1013.0,1.8,100,21.0,25.3,10.0,2.7,Overcast,2.1000000000000014,0,7
20.5,0.3,80,1020.0,12.6,76,17.0,22.5,10.0,22.2,Patchy rain possible,3.5,12,0
21.3,0.0,87,1016.0,10.1,100,19.0,23.3,10.0,12.9,Overcast,2.3000000000000007,11,7
22.1,0.0,79,1010.0,9.4,0,18.4,24.6,10.0,13.1,Sunny,3.700000000000003,17,8
23.6,0.0,90,1009.0,5.3,15,21.8,25.8,10.0,11.7,Clear,1.8000000000000007,19,3
19.4,0.4,91,1023.0,9.7,100,18.0,21.4,2.0,12.9,Patchy rain possible,1.3999999999999986,8,0
20.2,0.0,89,1013.0,4.7,97,18.4,22.2,10.0,7.9,Overcast,1.8000000000000007,3,7
22.1,0.0,74,1018.0,2.5,83,17.3,24.6,10.0,8.6,Cloudy,4.800000000000001,9,1
30.2,0.1,77,1008.0,5.0,81,24.9,36.3,10.0,15.2,Patchy rain possible,5.300000000000001,12,0
23.6,0.0,78,1012.0,16.2,54,19.5,25.5,10.0,25.7,Partly cloudy,4.100000000000001,17,2
28.1,0.0,74,1009.0,16.2,18,22.6,31.6,10.0,23.9,Sunny,5.5,14,8
17.1,0.0,85,1015.0,8.3,13,14.5,19.1,10.0,14.6,Clear,2.6000000000000014,23,3
21.5,3.12,95,1019.0,18.0,100,20.7,23.5,7.0,24.4,Moderate or heavy rain shower,0.8000000000000007,2,4
22.7,0.2,87,1015.0,13.6,96,20.5,24.9,10.0,27.2,Patchy rain possible,2.1999999999999997,17,0
17.7,0.0,84,1015.0,5.4,0,15.1,19.7,10.0,10.2,Clear,2.6,21,3
20.3,0.1,90,1022.0,15.8,100,18.7,22.3,10.0,27.2,Patchy rain possible,1.6000000000000014,8,0
24.1,0.0,90,1012.0,5.8,19,22.3,26.5,10.0,8.3,Sunny,1.8000000000000007,7,8
25.6,0.0,88,1005.0,6.7,76,23.5,28.6,9.0,14.5,Cloudy,2.1000000000000014,23,1
26.1,0.6,86,1009.0,11.7,73,23.6,29.3,10.0,19.2,Moderate rain at times,2.5,14,6
21.6,0.0,84,1018.0,5.8,100,17.7,23.6,10.0,7.7,Overcast,3.900000000000002,9,7
26.6,0.0,81,1008.0,8.3,16,23.2,29.7,10.0,11.3,Clear,3.400000000000002,0,3
27.5,5.4,76,1002.0,12.2,100,22.9,30.7,10.0,26.1,Moderate or heavy rain shower,4.600000000000001,13,4
23.8,0.2,88,1017.0,13.0,62,21.7,26.0,10.0,24.5,Patchy rain possible,2.1000000000000014,20,0
23.6,1.5,92,1015.0,16.2,100,22.3,26.0,10.0,26.2,Moderate or heavy rain shower,1.3000000000000007,10,4
31.5,0.1,73,1004.0,13.4,73,23.9,37.4,9.0,22.4,Patchy rain possible,7.600000000000001,14,0
17.8,0.0,88,1012.0,8.6,0,15.7,19.8,10.0,9.5,Clear,2.1000000000000014,2,3
25.8,0.0,94,1008.0,6.8,33,24.7,29.6,10.0,11.2,Partly cloudy,1.1000000000000014,0,2
18.4,0.0,88,1021.0,11.2,64,16.3,20.4,10.0,16.4,Cloudy,2.099999999999998,19,1
26.1,0.0,89,1012.0,6.2,79,24.1,29.5,9.0,13.6,Cloudy,2.0,23,1
19.3,0.0,92,1014.0,6.8,22,18.1,21.3,10.0,11.4,Clear,1.1999999999999993,2,3
22.5,0.0,88,1014.0,2.5,76,20.4,24.8,10.0,4.1,Cloudy,2.1000000000000014,21,1
25.8,0.0,92,1011.0,3.6,34,23.8,29.3,10.0,6.6,Partly cloudy,2.0,21,2
32.2,0.3,74,1001.0,5.4,59,25.0,39.7,10.0,15.3,Patchy rain possible,7.200000000000003,16,0
18.7,0.0,83,1015.0,4.3,77,15.7,20.7,10.0,6.7,Cloudy,3.0,5,1
28.0,1.44,83,1004.0,4.7,80,24.9,32.8,10.0,15.4,Heavy rain at times,3.1000000000000014,18,5
28.6,0.0,80,1003.0,8.5,10,24.3,33.3,10.0,16.9,Sunny,4.300000000000001,8,8
22.4,0.0,78,1017.0,5.0,100,18.5,24.7,10.0,18.7,Overcast,3.899999999999999,11,7
25.4,0.0,87,1005.0,8.6,55,23.2,28.2,10.0,12.5,Partly cloudy,2.1999999999999997,0,2
27.5,0.0,85,1007.0,9.0,87,24.7,31.9,10.0,15.8,Overcast,2.8000000000000007,22,7
25.9,0.0,86,1010.0,11.9,74,22.1,28.9,10.0,19.3,Cloudy,3.799999999999997,16,1
28.1,0.0,83,1005.0,3.2,70,24.9,33.0,10.0,5.7,Cloudy,3.200000000000003,19,1
26.0,0.1,90,1005.0,9.0,64,24.2,29.5,10.0,15.4,Patchy rain possible,1.8000000000000007,23,0
29.6,0.9,75,1006.0,18.4,72,24.7,35.0,9.0,23.2,Moderate rain at times,4.900000000000002,17,6
28.1,0.0,86,1007.0,10.1,79,23.9,32.3,10.0,12.8,Cloudy,4.200000000000003,20,1
20.2,0.7,91,1017.0,13.7,100,18.8,22.2,10.0,22.3,Moderate rain at times,1.3999999999999986,1,6
21.9,0.0,84,1004.0,5.9,8,19.1,23.9,10.0,8.1,Clear,2.799999999999997,3,3
25.3,4.2,85,996.0,7.6,74,22.6,27.8,10.0,18.9,Moderate or heavy rain shower,2.6999999999999997,18,4
20.9,0.1,91,1016.0,11.9,85,19.4,22.9,9.0,18.9,Patchy rain possible,1.5,18,0
30.6,0.0,80,1003.0,2.5,78,24.8,36.8,9.0,11.3,Cloudy,5.800000000000001,18,1
20.2,0.0,82,1013.0,5.4,12,17.1,22.2,10.0,8.7,Clear,3.099999999999998,5,3
26.7,1.1,86,1007.0,4.7,78,24.1,30.4,10.0,6.2,Heavy rain at times,2.599999999999998,17,5
26.6,0.3,90,1011.0,0.7,74,23.2,30.8,10.0,8.3,Patchy rain possible,3.400000000000002,20,0
30.1,0.0,80,1005.0,12.6,82,25.1,36.2,9.0,21.3,Cloudy,5.0,18,1
23.3,0.0,92,1006.0,6.8,77,22.0,25.6,10.0,8.0,Cloudy,1.3000000000000007,2,1
25.2,0.2,84,1013.0,1.8,77,22.4,27.7,10.0,2.9,Patchy rain possible,2.8000000000000007,0,0
21.1,2.3,93,1020.0,11.6,100,19.8,23.1,9.0,18.8,Moderate or heavy rain shower,1.3000000000000007,3,4
21.8,0.7,88,1017.0,18.4,100,19.7,23.8,10.0,27.9,Moderate rain at times,2.1000000000000014,12,6
23.2,0.0,81,1004.0,4.6,21,19.8,25.2,10.0,6.2,Clear,3.3999999999999986,2,3
27.5,0.0,92,1008.0,8.6,72,24.2,33.2,9.0,15.1,Cloudy,3.3000000000000007,22,1
20.7,2.8,94,1021.0,16.1,100,19.6,22.7,10.0,30.0,Moderate or heavy rain shower,1.099999999999998,18,4
24.2,0.0,90,1012.0,2.2,52,22.4,26.5,10.0,3.4,Partly cloudy,1.8000000000000007,22,2
27.9,0.0,66,1008.0,18.0,4,21.0,30.3,10.0,29.3,Sunny,6.899999999999999,15,8
20.9,0.0,88,1016.0,6.1,100,18.9,22.9,10.0,14.3,Overcast,2.0,12,7
25.2,0.0,83,1006.0,5.9,31,22.2,27.6,10.0,8.1,Partly cloudy,3.0,4,2
23.4,0.0,94,1008.0,4.6,50,22.3,25.7,10.0,10.0,Partly cloudy,1.099999999999998,6,2
26.4,0.0,79,1003.0,7.2,6,23.2,29.5,10.0,15.4,Clear,3.1999999999999997,3,3
26.9,0.0,90,1007.0,4.7,67,24.9,31.3,10.0,7.7,Cloudy,2.0,20,1
28.7,0.39,84,1005.0,9.7,84,25.8,34.8,10.0,13.1,Patchy light rain with thunder,2.8999999999999986,17,15
22.1,0.0,88,1015.0,7.2,100,18.6,24.6,10.0,19.6,Overcast,3.5,13,7
20.5,0.1,94,1017.0,9.7,100,19.5,22.5,10.0,18.7,Patchy rain possible,1.0,4,0
22.8,0.1,89,1012.0,9.4,100,21.0,25.1,10.0,18.4,Patchy rain possible,1.8000000000000007,15,0
24.1,0.0,89,1012.0,7.9,68,22.1,26.4,10.0,9.7,Cloudy,2.0,4,1
19.9,0.0,77,1015.0,5.0,54,15.7,21.9,10.0,7.2,Partly cloudy,4.199999999999999,22,2
21.9,0.9,95,1014.0,2.2,100,21.1,23.9,2.0,3.1,Moderate rain at times,0.7999999999999972,3,6
27.2,0.0,73,1013.0,7.2,79,22.0,29.9,10.0,17.3,Cloudy,5.199999999999999,11,1
25.8,0.0,82,1004.0,6.6,27,22.6,28.4,10.0,14.0,Partly cloudy,3.1999999999999997,3,2
23.2,0.9,85,1017.0,13.3,87,20.5,25.3,10.0,18.5,Moderate rain at times,2.6999999999999997,9,6
25.7,0.1,94,1011.0,5.4,78,23.8,28.9,10.0,9.0,Patchy rain possible,1.8999999999999984,20,0
31.4,0.0,66,1009.0,1.8,12,23.9,37.0,10.0,8.2,Sunny,7.5,9,8
18.0,0.2,90,1016.0,3.6,100,16.3,20.0,10.0,5.3,Patchy rain possible,1.6999999999999993,1,0
20.4,0.0,96,1012.0,5.4,49,19.8,22.4,2.0,9.6,Partly cloudy,0.5999999999999979,21,2
26.6,0.0,83,1002.0,7.9,83,23.4,29.8,10.0,15.1,Cloudy,3.200000000000003,23,1
27.9,0.0,74,1007.0,9.4,13,22.8,31.2,10.0,13.0,Sunny,5.099999999999998,7,8
24.0,0.9,88,1013.0,15.5,100,21.9,26.2,10.0,26.7,Moderate rain at times,2.1000000000000014,2,6
22.4,0.0,93,1016.0,6.5,38,21.3,24.8,10.0,10.9,Partly cloudy,1.099999999999998,21,2
22.9,0.0,89,1010.0,5.8,8,21.0,25.1,10.0,10.0,Clear,1.8999999999999984,5,3
22.9,2.26,96,1013.0,12.6,100,22.2,25.4,7.0,20.3,Moderate or heavy rain shower,0.6999999999999993,7,4
25.6,0.0,89,1006.0,7.9,84,23.7,28.7,9.0,14.6,Cloudy,1.900000000000002,23,1
20.5,1.9,90,1020.0,15.5,100,18.8,22.5,10.0,22.0,Moderate or heavy rain shower,1.6999999999999993,9,4
22.3,0.0,72,1015.0,9.0,78,17.0,24.7,10.0,10.7,Cloudy,5.300000000000001,12,1
19.2,0.4,79,1017.0,8.6,100,15.5,21.2,10.0,13.6,Patchy rain possible,3.6999999999999993,22,0
18.8,0.0,83,1018.0,7.6,75,15.9,20.8,10.0,12.5,Cloudy,2.9000000000000004,19,1
21.1,1.1,92,1016.0,3.6,81,19.8,23.1,10.0,5.7,Heavy rain at times,1.3000000000000007,2,5
26.9,0.1,87,1009.0,10.4,84,24.6,31.0,10.0,16.0,Patchy rain possible,2.299999999999997,18,0
29.4,0.0,83,1007.0,11.2,70,23.9,36.2,10.0,17.8,Cloudy,5.5,18,1
20.1,0.0,81,1016.0,6.1,66,16.7,22.1,10.0,10.2,Cloudy,3.400000000000002,6,1
24.7,0.0,91,1008.0,8.3,20,23.2,27.4,10.0,10.0,Clear,1.5,4,3
24.1,0.0,80,1010.0,12.6,63,20.4,26.0,10.0,22.2,Cloudy,3.700000000000003,14,1
25.9,0.0,81,1004.0,7.1,20,22.4,28.5,10.0,14.6,Clear,3.5,4,3
19.8,0.2,87,1017.0,8.6,90,17.5,21.8,10.0,13.6,Patchy rain possible,2.3000000000000007,1,0
26.0,0.0,86,1006.0,10.4,82,23.6,29.2,9.0,18.9,Cloudy,2.3999999999999986,21,1
24.2,0.0,90,1010.0,6.8,91,22.5,26.6,10.0,11.3,Overcast,1.6999999999999993,2,7
25.2,0.0,85,1013.0,4.3,27,22.5,27.7,10.0,6.2,Partly cloudy,2.6999999999999997,7,2
19.1,0.0,80,1020.0,6.5,65,15.7,21.1,10.0,9.8,Cloudy,3.400000000000002,7,1
23.5,0.2,80,1014.0,8.6,71,19.9,25.5,10.0,22.8,Patchy rain possible,3.6000000000000014,16,0
26.8,0.1,88,1006.0,14.0,88,24.6,30.9,9.0,22.9,Patchy rain possible,2.1999999999999997,19,0
26.9,1.43,81,1014.0,11.7,88,23.3,30.1,7.0,26.9,Heavy rain at times,3.599999999999998,9,5
28.1,0.0,78,1012.0,7.6,6,23.9,32.3,10.0,8.7,Sunny,4.200000000000003,9,8
25.3,26.3,88,1003.0,14.9,100,23.2,28.1,10.0,26.0,Moderate or heavy rain shower,2.1000000000000014,10,4
24.4,0.0,88,1008.0,4.7,79,22.3,26.8,10.0,6.1,Cloudy,2.099999999999998,21,1
26.2,1.11,84,1008.0,7.2,75,23.4,29.3,10.0,12.6,Light rain shower,2.8000000000000007,13,9
23.4,0.0,88,1014.0,7.6,51,21.2,25.6,10.0,11.9,Partly cloudy,2.1999999999999997,22,2
29.6,0.2,77,1003.0,11.2,72,25.2,35.6,9.0,19.4,Patchy rain possible,4.400000000000002,14,0
29.1,0.0,83,1004.0,7.6,17,25.6,35.2,10.0,14.5,Clear,3.5,20,3
21.1,0.1,81,1017.0,10.8,99,17.6,23.1,10.0,21.5,Patchy rain possible,3.5,12,0
30.4,0.2,81,1004.0,4.3,87,25.5,37.2,10.0,7.8,Patchy rain possible,4.899999999999999,20,0
19.1,0.0,85,1007.0,6.6,11,16.5,21.1,10.0,9.2,Clear,2.6000000000000014,2,3
21.4,0.0,91,1017.0,7.6,75,20.0,23.4,10.0,11.0,Cloudy,1.3999999999999986,23,1
25.4,0.1,77,1013.0,6.5,79,21.0,27.4,10.0,13.6,Patchy rain possible,4.399999999999999,9,0
23.8,0.0,94,1010.0,3.6,83,22.8,26.3,2.0,10.0,Cloudy,1.0,18,1
26.6,0.0,89,1009.0,8.1,53,24.5,30.5,10.0,13.5,Partly cloudy,2.1000000000000014,0,2
22.0,0.5,87,1021.0,4.3,93,19.8,24.5,2.0,17.8,Moderate rain at times,2.1999999999999997,11,6
19.8,0.0,79,1017.0,3.2,59,16.0,21.8,10.0,5.1,Partly cloudy,3.8000000000000007,21,2
24.7,0.2,90,1014.0,7.9,100,22.9,27.2,10.0,12.4,Patchy rain possible,1.8000000000000007,20,0
24.6,0.0,85,1006.0,6.3,20,21.9,26.8,10.0,8.0,Clear,2.700000000000003,4,3
26.9,0.0,92,1010.0,6.1,65,24.9,31.2,9.0,8.7,Cloudy,2.0,8,1
27.8,0.0,78,1011.0,12.2,49,22.7,31.8,10.0,19.3,Partly cloudy,5.100000000000001,12,2
28.7,0.0,66,999.0,8.4,48,21.6,31.6,10.0,14.8,Partly cloudy,7.099999999999998,20,2
26.4,0.0,87,1006.0,7.6,83,24.1,30.0,9.0,13.5,Cloudy,2.299999999999997,21,1
27.7,0.1,75,1011.0,17.6,78,22.8,30.9,9.0,30.3,Patchy rain possible,4.899999999999999,13,0
22.9,0.0,83,1012.0,6.8,35,19.9,25.1,10.0,12.2,Partly cloudy,3.0,6,2
